ID Transacao;Data;Descricao;Valor;Documento Vinculado;Status
202507120771;2025-07-12;"Pix enviado: ""Cp :19468242-ZOOP BRASIL""";-22.00;00025_minuta.pdf;Emitido
202507110771;2025-07-11;"Pix recebido: ""Cp :00360305-ANTONIO BARBOSA DE SOUZA JUNIOR""";50.00;00026_minuta.pdf;Emitido
202507110772;2025-07-11;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS""";-38.50;00027_minuta.pdf;Emitido
202507110773;2025-07-11;"Pix enviado: ""Cp :60701190-SUPERMERCADO SERV LAR""";-10.64;00028_minuta.pdf;Emitido
202507110774;2025-07-11;"Pix recebido: ""Cp :31872495-CELSO APARECIDO MIRANDA""";60.00;00029_minuta.pdf;Emitido
202507110775;2025-07-11;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-13.90;00030_minuta.pdf;Emitido
202507110776;2025-07-11;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-15.35;00031_minuta.pdf;Emitido
202507110777;2025-07-11;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-7.25;00032_minuta.pdf;Emitido
202507100771;2025-07-10;"Boleto de cobranca recebido: ""112/90359558403""";120.00;00033_minuta.pdf;Emitido
202507100772;2025-07-10;"Boleto de cobranca recebido: ""112/90359146555""";230.00;00034_minuta.pdf;Emitido
202507100773;2025-07-10;"Pix recebido: ""Cp :60701190-VANDERCLAITON PEREIRA CORREA""";60.00;00035_minuta.pdf;Emitido
202507100774;2025-07-10;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira""";-416.00;00036_minuta.pdf;Emitido
202507090771;2025-07-09;"Pix recebido: ""Cp :18236120-Lara Rosa Avila Barros""";200.00;00037_minuta.pdf;Emitido
202507090772;2025-07-09;"Pix recebido devolvido: ""Cp :18236120-null""";-150.00;00038_minuta.pdf;Emitido
202507090773;2025-07-09;"Pix enviado: ""Cp :60701190-DIORANDE TRINDADE""";-37.00;00039_minuta.pdf;Emitido
202507090774;2025-07-09;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS""";-6.50;00040_minuta.pdf;Emitido
202507080771;2025-07-08;"Pix recebido: ""Cp :18236120-Nicolas Rosa""";7.09;00041_minuta.pdf;Emitido
202507080772;2025-07-08;"Pix enviado: ""Cp :08561701-Davi P dos Santos Correa Lanches""";-33.00;00042_minuta.pdf;Emitido
202507080773;2025-07-08;"Pix enviado: ""Cp :08561701-Davi P dos Santos Correa Lanches""";-6.00;00043_minuta.pdf;Emitido
202507070771;2025-07-07;"Pix recebido: ""Cp :60701190-GBM RALOS E GRELHAS PLUVIAIS LTDA""";110.00;00044_minuta.pdf;Emitido
202507070772;2025-07-07;"Pix enviado: ""Cp :10573521-Luiza Silva de Oliveira""";-80.00;00045_minuta.pdf;Emitido
202507060771;2025-07-06;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-13.16;00046_minuta.pdf;Emitido
202507050771;2025-07-05;"Pix enviado: ""Cp :60701190-SUPERMERCADO SERV LAR""";-33.62;00047_minuta.pdf;Emitido
202507040771;2025-07-04;"Boleto de cobranca recebido: ""112/90352759248""";130.00;00048_minuta.pdf;Emitido
202507040772;2025-07-04;"Pix enviado: ""Cp :16501555-FRANGO LANGO COMERCIO DE FRANGOS LTDA""";-38.65;00049_minuta.pdf;Emitido
202507040773;2025-07-04;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS""";-25.44;00050_minuta.pdf;Emitido
202507040774;2025-07-04;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-9.26;00051_minuta.pdf;Emitido
202507040775;2025-07-04;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-13.29;00052_minuta.pdf;Emitido
202507030771;2025-07-03;"Pix recebido: ""Cp :22896431-CAROLINA GESSI DOS SANTOS""";180.00;00053_minuta.pdf;Emitido
202507030772;2025-07-03;"Pix enviado: ""Cp :16501555-FRANGO LANGO COMERCIO DE FRANGOS LTDA""";-28.75;00054_minuta.pdf;Emitido
202507030773;2025-07-03;"Pagamento efetuado: ""SIMPLESLOG SISTEMAS LTDA""";-493.89;00055_minuta.pdf;Emitido
202507030774;2025-07-03;"Boleto de cobranca recebido: ""112/90355104665""";120.00;00056_minuta.pdf;Emitido
202507030775;2025-07-03;"Pix recebido: ""Cp :00971300-GUFLA PECAS AGRICOLAS LTDA""";1000.00;00057_minuta.pdf;Emitido
202507030776;2025-07-03;"Pix recebido: ""Cp :00000000-RENATO AVILA BARROS""";1400.00;00058_minuta.pdf;Emitido
202507030777;2025-07-03;"Pix enviado: ""00019 58109480 ZAMPIERI LIMA E FREITAS NETO SOCIED""";-3300.00;00059_minuta.pdf;Emitido
202507030778;2025-07-03;"Pix recebido: ""Cp :90400888-DANIEL FREITAS CONSTANTINO""";700.00;00060_minuta.pdf;Emitido
202507030779;2025-07-03;"Pix enviado: ""00019 58109480 ZAMPIERI LIMA E FREITAS NETO SOCIED""";-700.00;00061_minuta.pdf;Emitido
202507020771;2025-07-02;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-13.08;00062_minuta.pdf;Emitido
202507020772;2025-07-02;"Pix recebido: ""Cp :18189547-Ciahflex""";60.00;00063_minuta.pdf;Emitido
202507020773;2025-07-02;"Pix recebido: ""Cp :60701190-A ORIGINAL RIO PRETO FUNILARIA E PINTURA LTDA.""";60.00;00064_minuta.pdf;Emitido
202507020774;2025-07-02;"Pix enviado: ""Cp :10573521-Tatiane Lisboa Ribeiro""";-33.00;00065_minuta.pdf;Emitido
202507020775;2025-07-02;"Pix enviado: ""Cp :18236120-Jose Anchieta Fernandes Selvino Pereira""";-10.00;00066_minuta.pdf;Emitido
202507020776;2025-07-02;"Boleto de cobranca recebido: ""112/90346681540""";791.20;00067_minuta.pdf;Emitido
202507020777;2025-07-02;"Pix recebido: ""Cp :90400888-MTS PECAS E SERVICOS LTDA""";330.00;00068_minuta.pdf;Emitido
202507020778;2025-07-02;"Pix enviado: ""Cp :14796606-RD SAUDE""";-54.10;00069_minuta.pdf;Emitido
202507020779;2025-07-02;"Pix enviado: ""Cp :18236120-Luiz Donizete Morais""";-35.00;00070_minuta.pdf;Emitido
202507010771;2025-07-01;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira""";-495.00;00071_minuta.pdf;Emitido
202507010772;2025-07-01;"Pix recebido: ""Cp :10262276-EMAC COMERCIO DE PECAS AGRICOLAS E INDUSTRIAIS LTD""";45.00;00072_minuta.pdf;Emitido
202507010773;2025-07-01;"Pix enviado: ""Cp :90400888-J P COMERCIO DE ACAI LTDA""";-34.00;00073_minuta.pdf;Emitido
202507010774;2025-07-01;"Pix enviado: ""Cp :18236120-Marcos Jose Frezarin Plazza""";-163.00;00074_minuta.pdf;Emitido
202507010775;2025-07-01;"Pix enviado: ""Cp :00000000-Renato Avila Barros""";-500.00;00075_minuta.pdf;Emitido
202507010776;2025-07-01;"Pix enviado: ""Cp :08561701-Davi P dos Santos Correa Lanches""";-89.00;00076_minuta.pdf;Emitido
202506300771;2025-06-30;"Pix recebido: ""Cp :18189547-ALEX VASCONCELOS CREPALDI SILVA 36575597874""";650.00;00077_minuta.pdf;Emitido
202506300772;2025-06-30;"Boleto de cobranca recebido: ""112/90345912953""";143.88;00078_minuta.pdf;Emitido
202506300773;2025-06-30;"Pix enviado: ""Cp :60701190-SUPERMERCADO SERV LAR""";-7.99;00079_minuta.pdf;Emitido
202506300774;2025-06-30;"Pix enviado: ""Cp :90400888-FARMACIA MODELO""";-1.00;00080_minuta.pdf;Emitido
202506300775;2025-06-30;"Pix enviado: ""Cp :60701190-Renato Cava Single""";-100.00;00081_minuta.pdf;Emitido
202506300776;2025-06-30;"Boleto de cobranca recebido: ""112/90346860656""";256.90;00082_minuta.pdf;Emitido
202506300777;2025-06-30;"Pix enviado: ""Cp :16501555-DROGARIA ABRAO THOME LTDA""";-7.00;00083_minuta.pdf;Emitido
202506300778;2025-06-30;"Boleto de cobranca recebido: ""112/90346086070""";371.00;00084_minuta.pdf;Emitido
202506300779;2025-06-30;"Pix enviado: ""Cp :18236120-Marcos Jose Frezarin Plazza""";-38.00;00085_minuta.pdf;Emitido
202506290771;2025-06-29;"Pix recebido: ""Cp :00000000-RENATO AVILA BARROS""";30.00;00086_minuta.pdf;Emitido
202506290772;2025-06-29;"Pix enviado: ""Cp :18236120-Nicolas Rosa Avila Barros""";-32.00;00087_minuta.pdf;Emitido
202506280771;2025-06-28;"Pix enviado: ""Cp :16501555-Vilmar Lanches Ltda""";-65.50;00088_minuta.pdf;Emitido
202506280772;2025-06-28;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-13.51;00089_minuta.pdf;Emitido
202506280773;2025-06-28;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-11.48;00090_minuta.pdf;Emitido
202506280774;2025-06-28;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA""";3.17;00091_minuta.pdf;Emitido
202506280775;2025-06-28;"Pix enviado: ""Cp :16501555-DROGARIA ABRAO THOME LTDA""";-3.50;00092_minuta.pdf;Emitido
202506270771;2025-06-27;"Pix enviado: ""Cp :90400888-LOJA G""";-9.48;00093_minuta.pdf;Emitido
202506270772;2025-06-27;"Transferencia recebida: ""001 3322 1024078 HIDRAU TORQUE INDUSTRIA COMERCIO""";48.00;00094_minuta.pdf;Emitido
202506270773;2025-06-27;"Transferencia recebida: ""001 3322 1024078 HIDRAU TORQUE INDUSTRIA COMERCIO""";85.00;00095_minuta.pdf;Emitido
202506270774;2025-06-27;"Transferencia recebida: ""001 3322 1024078 HIDRAU TORQUE INDUSTRIA COMERCIO""";70.00;00096_minuta.pdf;Emitido
202506270775;2025-06-27;"Pix enviado: ""Cp :90400888-VILLA CALCADAO""";-12.00;00097_minuta.pdf;Emitido
202506270776;2025-06-27;"Pix enviado: ""Cp :00000000-JUQUINHA SORVETES LTDA""";-17.00;00098_minuta.pdf;Emitido
202506270777;2025-06-27;"Pix enviado: ""Cp :08561701-LANCHONETE TURBO DOG""";-89.00;00099_minuta.pdf;Emitido
202506260771;2025-06-26;"Pix enviado: ""Cp :60701190-COMPANHIA BRASILEIRA DE DISTRIBUICAO""";-8.69;00100_minuta.pdf;Emitido
202506260772;2025-06-26;"Boleto de cobranca recebido: ""112/90343505510""";215.52;00101_minuta.pdf;Emitido
202506260773;2025-06-26;"Pix enviado: ""Cp :90400888-FRUTARIA JK LTDA""";-10.00;00102_minuta.pdf;Emitido
202506260774;2025-06-26;"Pix enviado: ""Cp :77984870-IKKI DELICIAS""";-19.90;00103_minuta.pdf;Emitido
202506260775;2025-06-26;"Pix enviado: ""Cp :58160789-COPY FACIL COPIADORA LTDA""";-5.00;00104_minuta.pdf;Emitido
202506260776;2025-06-26;"Pix enviado: ""Cp :00000000-JUQUINHA SORVETES LTDA""";-17.00;00105_minuta.pdf;Emitido
202506260777;2025-06-26;"Pix enviado: ""Cp :00360305-LUIZ FERNANDES JUNIOR""";-60.00;00106_minuta.pdf;Emitido
202506260778;2025-06-26;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00107_minuta.pdf;Emitido
202506260779;2025-06-26;"Pix enviado: ""Cp :90400888-WENXUAN WU PRESENTES LTDA""";-85.00;00108_minuta.pdf;Emitido
202506250771;2025-06-25;"Pix recebido: ""Cp :18236120-Nicolas Rosa""";22.80;00109_minuta.pdf;Emitido
202506250772;2025-06-25;"Pix enviado: ""Cp :90400888-BOM DEMAIS RIO PRETO RESTAURANTE EIRELI""";-50.00;00110_minuta.pdf;Emitido
202506240771;2025-06-24;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira""";-480.00;00111_minuta.pdf;Emitido
202506240772;2025-06-24;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA""";165.61;00112_minuta.pdf;Emitido
202506240773;2025-06-24;"Pix enviado: ""Cp :90400888-CPFL""";-259.44;00113_minuta.pdf;Emitido
202506230771;2025-06-23;"Pix recebido: ""Cp :90400888-FX ELETRODOS INDUSTRIA E COMERCIO DE SOLDAS LTDA""";610.00;00114_minuta.pdf;Emitido
202506210771;2025-06-21;"Pix enviado: ""Cp :60701190-EDIBERTO ALVES NUNES S J DO RIO PRETO""";-5.00;00115_minuta.pdf;Emitido
202506190771;2025-06-19;"Pix enviado: ""Cp :08561701-Paulo Cesar da Silva Custodio""";-400.00;00116_minuta.pdf;Emitido
202506190772;2025-06-19;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00117_minuta.pdf;Emitido
202506190773;2025-06-19;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00118_minuta.pdf;Emitido
202506190774;2025-06-19;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-15.80;00119_minuta.pdf;Emitido
202506190775;2025-06-19;"Pix enviado: ""Cp :90400888-FARMACIA MODELO""";-5.00;00120_minuta.pdf;Emitido
202506190776;2025-06-19;"Pix enviado: ""Cp :16501555-SANTA ANA FESTAS E EVENTOS""";-32.90;00121_minuta.pdf;Emitido
202506190777;2025-06-19;"Pix enviado: ""Cp :54403563-M4 PRODUTOS E SERVICOS LTDA""";-30.00;00122_minuta.pdf;Emitido
202506190778;2025-06-19;"Pix recebido: ""Cp :60701190-TIM S A""";3.00;00123_minuta.pdf;Emitido
202506190779;2025-06-19;"Pix enviado: ""Cp :90400888-CPFL""";-251.87;00124_minuta.pdf;Emitido
2025061907710;2025-06-19;"Pix enviado: ""Cp :90400888-CPFL""";-225.54;00125_minuta.pdf;Emitido
2025061907711;2025-06-19;"Pix enviado: ""Cp :90400888-CPFL""";-260.99;00126_minuta.pdf;Emitido
2025061907712;2025-06-19;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-13.85;00127_minuta.pdf;Emitido
2025061907713;2025-06-19;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-18.77;00128_minuta.pdf;Emitido
2025061907714;2025-06-19;"Pix enviado: ""Cp :60701190-CARREFOUR COMERCIO E INDUSTRIA LTDA""";-34.10;00129_minuta.pdf;Emitido
2025061907715;2025-06-19;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-16.27;00130_minuta.pdf;Emitido
202506180771;2025-06-18;"Pix enviado: ""Cp :08561701-40 682 412 NILCE NEVES MATTARAGGIA""";-40.40;00131_minuta.pdf;Emitido
202506180772;2025-06-18;"Pix enviado: ""Cp :08561701-TUBARAO EXPRESS UTILIDADES EM GERAL LTDA""";-27.25;00132_minuta.pdf;Emitido
202506180773;2025-06-18;"Boleto de cobranca recebido: ""112/90339204508""";130.00;00133_minuta.pdf;Emitido
202506180774;2025-06-18;"Transferencia recebida: ""341 4009 814486 NARDINI AGROINDUSTRIAL LTDA""";94.44;00134_minuta.pdf;Emitido
202506180775;2025-06-18;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-14.23;00135_minuta.pdf;Emitido
202506180776;2025-06-18;"Pix enviado: ""00019 403444195 KIBERAMA RESTAURANTE ARABE LTDA""";-87.11;00136_minuta.pdf;Emitido
202506180777;2025-06-18;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00137_minuta.pdf;Emitido
202506180778;2025-06-18;"Boleto de cobranca recebido: ""112/90339246582""";65.00;00138_minuta.pdf;Emitido
202506180779;2025-06-18;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-12.52;00139_minuta.pdf;Emitido
2025061807710;2025-06-18;"Pix recebido: ""Cp :90400888-STL INDUSTRIA E COMERCIO DE ACESSORIOS PARA PISCINAS LTDA""";175.00;00140_minuta.pdf;Emitido
2025061807711;2025-06-18;"Pix recebido: ""Cp :90400888-STL INDUSTRIA E COMERCIO DE ACESSORIOS PARA PISCINAS LTDA""";245.00;00141_minuta.pdf;Emitido
2025061807712;2025-06-18;"Pix recebido: ""Cp :90400888-STATUS POOL INDUSTRIA E COMERCIO DE ACESSORIOS PARA LAZER LTDA""";110.00;00142_minuta.pdf;Emitido
2025061807713;2025-06-18;"Boleto de cobranca recebido: ""112/90338184388""";542.50;00143_minuta.pdf;Emitido
2025061807714;2025-06-18;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-17.66;00144_minuta.pdf;Emitido
2025061807715;2025-06-18;"Pix enviado: ""00019 326356258 52929146 A E G SANTOS""";-80.90;00145_minuta.pdf;Emitido
2025061807716;2025-06-18;"Pix recebido: ""Cp :60701190-MARCO ANTONIO MAXIMO - EQUIPAMENTOS PARA PISCINA""";135.00;00146_minuta.pdf;Emitido
202506170771;2025-06-17;"Pix recebido: ""Cp :00360305-TRANSPORTADORA TMS LTDA ME""";307.48;00147_minuta.pdf;Emitido
202506170772;2025-06-17;"Pix recebido: ""Cp :64739121-MARCOS ANTONIO DE OLIVEIRA FLAUSINO""";90.00;00148_minuta.pdf;Emitido
202506170773;2025-06-17;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA""";60.00;00149_minuta.pdf;Emitido
202506170774;2025-06-17;"Pix recebido: ""Cp :60701190-VITOR PAULUCCI""";147.00;00150_minuta.pdf;Emitido
202506170775;2025-06-17;"Pix recebido: ""Cp :09512539-PORTOEXPRESS LOGISTICA LTDA""";640.45;00151_minuta.pdf;Emitido
202506170776;2025-06-17;"Pix recebido: ""Cp :09512539-PORTOEXPRESS LOGISTICA LTDA""";4590.05;00152_minuta.pdf;Emitido
202506170777;2025-06-17;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP""";540.00;00153_minuta.pdf;Emitido
202506170778;2025-06-17;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP""";1415.24;00154_minuta.pdf;Emitido
202506170779;2025-06-17;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP""";250.00;00155_minuta.pdf;Emitido
2025061707710;2025-06-17;"Pix recebido: ""Cp :00000000-RIBERCON DIST LTDA EPP""";796.58;00156_minuta.pdf;Emitido
2025061707711;2025-06-17;"Pix enviado: ""Cp :00360305-Antonio Barbosa de Souza Junior""";-50.00;00157_minuta.pdf;Emitido
2025061707712;2025-06-17;"Pix enviado: ""Cp :18236120-AVILA TRANSPORTES""";-8800.00;00158_minuta.pdf;Emitido
2025061707713;2025-06-17;"Pix recebido: ""Cp :90400888-DOUGLAS ALEXANDRE FERREIRA DE MELLO""";70.00;00159_minuta.pdf;Emitido
2025061707714;2025-06-17;"Pix recebido: ""Cp :18236120-AVILA TRANSPORTES INTERMUNICIPAL LTDA""";92.00;00160_minuta.pdf;Emitido
2025061707715;2025-06-17;"Pix enviado: ""00019 403444195 KIBERAMA RESTAURANTE ARABE LTDA""";-36.30;00161_minuta.pdf;Emitido
2025061707716;2025-06-17;"Pix recebido: ""00019 245027521 CLEOMAR MARCOS BLAUTH""";188.26;00162_minuta.pdf;Emitido
2025061707717;2025-06-17;"Pix enviado: ""Cp :90400888-FARMACIA DO POVO""";-119.53;00163_minuta.pdf;Emitido
2025061707718;2025-06-17;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-7.76;00164_minuta.pdf;Emitido
2025061707719;2025-06-17;"Pix enviado: ""Cp :90400888-FARMACIA DO POVO""";-4.99;00165_minuta.pdf;Emitido
2025061707720;2025-06-17;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-12.58;00166_minuta.pdf;Emitido
2025061707721;2025-06-17;"Pix enviado: ""Cp :01027058-WILLIAM LOPES DA SILVARESTAURANTE""";-42.00;00167_minuta.pdf;Emitido
2025061707722;2025-06-17;"Pix enviado: ""Cp :90400888-VILLAGE PLAZZA SERV FESTAS LTDA""";-20.00;00168_minuta.pdf;Emitido
2025061707723;2025-06-17;"Pix enviado: ""Cp :21018182-UBER DO BRASIL TECNOLOGIA LTDA""";-12.48;00169_minuta.pdf;Emitido
202506160771;2025-06-16;"Pix recebido: ""Cp :90400888-B F DOS SANTOS""";168.30;00170_minuta.pdf;Emitido
202506160772;2025-06-16;"Pix enviado: ""Cp :08561701-40 682 412 NILCE NEVES MATTARAGGIA""";-30.90;00171_minuta.pdf;Emitido
202506160773;2025-06-16;"Pix enviado: ""Cp :60701190-DROGARIA TOTAL POPULAR""";-42.50;00172_minuta.pdf;Emitido
202506160774;2025-06-16;"Pix recebido: ""Cp :90400888-THERMOVATTE LTDA""";60.00;00173_minuta.pdf;Emitido
202506160775;2025-06-16;"Pix recebido: ""Cp :79052122-Hipot Energia Ltda""";970.69;00174_minuta.pdf;Emitido
202506160776;2025-06-16;"Pix enviado: ""Cp :10573521-Tatiane Lisboa Ribeiro""";-30.00;00175_minuta.pdf;Emitido
202506160777;2025-06-16;"Pix recebido: ""Cp :60701190-ALLMA NORTE COMERCIO DE VEICULOS LTDA""";160.00;00176_minuta.pdf;Emitido
202506160778;2025-06-16;"Pix enviado: ""Cp :18236120-Jose Eduardo Martin Rosa""";-700.00;00177_minuta.pdf;Emitido
202506160779;2025-06-16;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira""";-480.00;00178_minuta.pdf;Emitido
2025061607710;2025-06-16;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira""";-15.00;00179_minuta.pdf;Emitido
2025061607711;2025-06-16;"Pix enviado: ""Cp :01027058-WILLIAM LOPES DA SILVARESTAURANTE""";-43.90;00180_minuta.pdf;Emitido
202506150771;2025-06-15;"Pix enviado: ""Cp :10573521-Ezequiel Lugatto Siqueira""";-900.00;00181_minuta.pdf;Emitido
202506150772;2025-06-15;"Pix enviado: ""Cp :18236120-Alceu Rodrigues Neto""";-1000.00;00182_minuta.pdf;Emitido
202506150773;2025-06-15;"Pix enviado: ""Cp :21018182-Uber""";-11.69;00183_minuta.pdf;Emitido
202506150774;2025-06-15;"Pix enviado: ""Cp :21018182-Uber""";-11.71;00184_minuta.pdf;Emitido
202506150775;2025-06-15;"Pix enviado devolvido: ""Cp :21018182-Uber""";6.44;00185_minuta.pdf;Emitido
202506150776;2025-06-15;"Pix enviado: ""Cp :60701190-LANCHES E CAFE CONTE LTDA""";-15.00;00186_minuta.pdf;Emitido
202506150777;2025-06-15;"Pix enviado: ""Cp :21018182-Uber""";-9.94;00187_minuta.pdf;Emitido
202506150778;2025-06-15;"Pix enviado: ""Cp :18236120-Nicolas Rosa Avila Barros""";-33.00;00188_minuta.pdf;Emitido
202506140771;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00189_minuta.pdf;Emitido
202506140772;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00190_minuta.pdf;Emitido
202506140773;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00191_minuta.pdf;Emitido
202506140774;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00192_minuta.pdf;Emitido
202506140775;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00193_minuta.pdf;Emitido
202506140776;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00194_minuta.pdf;Emitido
202506140777;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00195_minuta.pdf;Emitido
202506140778;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00196_minuta.pdf;Emitido
202506140779;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00197_minuta.pdf;Emitido
2025061407710;2025-06-14;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras""";-2.49;00198_minuta.pdf;Emitido
